song_id,song_name,duration_ms,url,popularity,song_added,album_id,artist_id
7x9aauaA9cu6tyfpHnqDLo,Seven (feat. Latto) (Explicit Ver.),184400,https://open.spotify.com/track/7x9aauaA9cu6tyfpHnqDLo,99,2023-07-28 09:58:17+00:00,53985D8g3JcGBoULSOYYKX,6HaGTQPmzraVmaVxvz6EUc
6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]",222369,https://open.spotify.com/track/6wf7Yu7cxBSPrRlWeSeK0Q,94,2023-07-28 09:58:17+00:00,3AafSrFIbJPH6BJHiJm1Cd,6qqNVTkY8uBg9cP3Jd7DAH
7ABLbnD53cQK00mhcaOUVG,LALA,197920,https://open.spotify.com/track/7ABLbnD53cQK00mhcaOUVG,99,2023-07-28 09:58:17+00:00,3puAvurwvtvi1rodndIPW8,7iK8PXO48WeuP03g8YR51W
741UUVE2kuITl0c6zuqqbO,Barbie World (with Aqua) [From Barbie The Album],109750,https://open.spotify.com/track/741UUVE2kuITl0c6zuqqbO,93,2023-07-28 09:58:17+00:00,5CM66hwjlbZ06LhONWXOAs,0hCNtLu0JehylgoiP8L4Gh
1vYXt7VSjH9JIM5oRRo7vA,Dance The Night (From Barbie The Album),176579,https://open.spotify.com/track/1vYXt7VSjH9JIM5oRRo7vA,96,2023-07-28 09:58:17+00:00,5cH7FqB7JD5q1tJXJ7FHYu,6M2wZ9GZgrQXHCFfjv46we
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,178426,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr,100,2023-07-28 09:58:17+00:00,1NAmidJlEaVgA3MpcPFYGq,06HL4z0CvFAxyc27GXpf02
3k79jB4aGmMDUQzEwa46Rz,vampire,219724,https://open.spotify.com/track/3k79jB4aGmMDUQzEwa46Rz,99,2023-07-28 09:58:17+00:00,5kqfR7EuGbyp8x27Pr1kY9,1McMsnEElThX1knmY4oliG
6XbtvPmIpyCbjuT0e8cQtp,Columbia,186000,https://open.spotify.com/track/6XbtvPmIpyCbjuT0e8cQtp,95,2023-07-28 09:58:17+00:00,07kam1Dks7GIucbSelfvyX,52iwsT98xCoGgiGntTiR7K
4rXLjWdF2ZZpXCVTfWcshS,fukumean,125040,https://open.spotify.com/track/4rXLjWdF2ZZpXCVTfWcshS,96,2023-07-28 09:58:17+00:00,5qmZefgh78fN3jsyPPlvuw,2hlmm7s2ICUX0LVIhVFlZQ
5L3ecxQnQ9qTBmnLQiwf0C,K-POP,185220,https://open.spotify.com/track/5L3ecxQnQ9qTBmnLQiwf0C,91,2023-07-28 09:58:17+00:00,10eNMeTimUzAKLhCOpIUlb,0Y5tJX1MQlPlqiwlOH1tJY
5sdQOyqq2IDhvmx2lHOpwd,Super Shy,154666,https://open.spotify.com/track/5sdQOyqq2IDhvmx2lHOpwd,94,2023-07-28 09:58:17+00:00,5V729UqvhwNOcMejx0m55I,6HvZYsbFfjnjFrWF950C9d
2FDTHlrBguDzQkp7PVj16Q,Sprinter,229133,https://open.spotify.com/track/2FDTHlrBguDzQkp7PVj16Q,97,2023-07-28 09:58:17+00:00,5l0QlaI3wdZpE7ggoO5Rwg,6Ip8FS7vWT1uKkJSweANQK
7ro0hRteUMfnOioTFI5TG1,WHERE SHE GOES,231704,https://open.spotify.com/track/7ro0hRteUMfnOioTFI5TG1,99,2023-07-28 09:58:17+00:00,5gCcb5fsSb6w5K8SyJrgtB,4q3ewBCX7sLwd24euuV69X
3qQbCzHBycnDpGskqOWY0E,Ella Baila Sola,165671,https://open.spotify.com/track/3qQbCzHBycnDpGskqOWY0E,92,2023-07-28 09:58:17+00:00,5aDEezKnOqyQo0qvTFhpkM,0XeEobZplHxzM9QzFQWLiR
1odExI7RdWc4BT515LTAwj,Daylight,212953,https://open.spotify.com/track/1odExI7RdWc4BT515LTAwj,98,2023-07-28 09:58:17+00:00,6NcI39WPu4kY6Tul11nhSv,33NVpKoXjItPwUJTMZIOiY
6pD0ufEQq0xdHSsRbg9LBK,un x100to,194563,https://open.spotify.com/track/6pD0ufEQq0xdHSsRbg9LBK,98,2023-07-28 09:58:17+00:00,7aGzSSUD8S6IhPCsZSiuMT,6XkjpgcEsYab502Vr1bBeW
4DHcnVTT87F0zZhRPYmZ3B,Flowers,200600,https://open.spotify.com/track/4DHcnVTT87F0zZhRPYmZ3B,90,2023-07-28 09:58:17+00:00,0HiZ8fNXwJOQcrf5iflrdz,5YGY8feqx7naU7z4HrwZM6
4Dvkj6JhhA12EX05fT7y2e,As It Was,167303,https://open.spotify.com/track/4Dvkj6JhhA12EX05fT7y2e,93,2023-07-28 09:58:17+00:00,5r36AJ6VOJtp00oxSkBZ5h,6KImCVD70vtIoJWnq6nGn3
2UW7JaomAMuX9pZrjVpHAU,La Bebe - Remix,234352,https://open.spotify.com/track/2UW7JaomAMuX9pZrjVpHAU,98,2023-07-28 09:58:17+00:00,6aBVGuOUEuX18rHxyDWbti,1NNRWkhwmcXRimFYSBpB1y
1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,153946,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL,94,2023-07-28 09:58:17+00:00,1nrVofqDRs7cpWXJ49qTnP,7tYKF4w9nC0nq9CsPZTHyP
7FbrGaHYVDmfr7KoLIZnQ7,Cupid - Twin Ver.,174253,https://open.spotify.com/track/7FbrGaHYVDmfr7KoLIZnQ7,97,2023-07-28 09:58:17+00:00,5letLUZIFsQikJYShfGNs4,4GJ6xDCF5jaUqD6avOuQT6
6XSqqQIy7Lm7SnwxS4NrGx,Classy 101,195986,https://open.spotify.com/track/6XSqqQIy7Lm7SnwxS4NrGx,96,2023-07-28 09:58:17+00:00,4jtQUtS4ABgER3DnGfKJCv,2LRoIwlKmHjgvigdNGBHNo
6WzRpISELf3YglGAh7TXcG,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,215466,https://open.spotify.com/track/6WzRpISELf3YglGAh7TXcG,93,2023-07-28 09:58:17+00:00,5O0zUvdnJr0RbWzLFneN2i,1Xyo4u8uXC1ZmMpatF05PJ
609E1JCInJncactoMmkDon,BESO,194543,https://open.spotify.com/track/609E1JCInJncactoMmkDon,94,2023-07-28 09:58:17+00:00,50uChhk7AKkzDKytDixjYW,7ltDVBr6mKbRvohxheJ9h1
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,183956,https://open.spotify.com/track/5XeFesFbtLpXzIVDNQP22n,95,2023-07-28 09:58:17+00:00,78bpIziExqiI9qztvNFlQu,7Ln80lUS6He07XvHI8qqHH
7mXuWTczZNxG5EDcjFEuJR,LADY GAGA,212878,https://open.spotify.com/track/7mXuWTczZNxG5EDcjFEuJR,94,2023-07-28 09:58:17+00:00,4jox3ip1I39DFC2B7R5qLH,12GqGscKJx3aE4t07u7eVZ
5GHY1DFWKz3Prg2V0Iodqo,Nothing Compares 2 U,280040,https://open.spotify.com/track/5GHY1DFWKz3Prg2V0Iodqo,78,2023-07-28 09:58:17+00:00,0fV9DAddjwNZcmCP1Q8b01,4sD9znwiVFx9cgRPZ42aQ1
1s7oOCT8vauUh01PbJD6ps,Calm Down (with Selena Gomez),239317,https://open.spotify.com/track/1s7oOCT8vauUh01PbJD6ps,83,2023-07-28 09:58:17+00:00,0nayxjaX54Frd7GsZq6Pbs,46pWGuE3dSwY3bMMXGBvVS
0V3wPSX9ygBnCm8psDIegu,Anti-Hero,200690,https://open.spotify.com/track/0V3wPSX9ygBnCm8psDIegu,95,2023-07-28 09:58:17+00:00,151w1FgRZfnKZA9FEcg9Z3,06HL4z0CvFAxyc27GXpf02
3Ua0m0YmEjrMi9XErKcNiR,Like Crazy,212241,https://open.spotify.com/track/3Ua0m0YmEjrMi9XErKcNiR,96,2023-07-28 09:58:17+00:00,4xc3Lc9yASZgEJGH7acWMB,1oSPZhvZMIrWW5I41kPkkY
7K3BhSpAxZBznislvUMVtn,Last Night,163854,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn,90,2023-07-28 09:58:17+00:00,6i7mF7whyRJuLJ4ogbH2wh,4oUHIQIBe0LHzYfvXNW4QM
2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),221520,https://open.spotify.com/track/2dHHgzDwk4BJdRwy9uXhTO,95,2023-07-28 09:58:17+00:00,7txGsnDSqVMoRl6RQ9XyZP,0iEtIxbK0KxaSlF7G42ZOp
4eMKD8MRroxCqugpsxCCNb,MOJABI GHOST,232131,https://open.spotify.com/track/4eMKD8MRroxCqugpsxCCNb,94,2023-07-28 09:58:17+00:00,6xRxlUUfg3M0QB1LUX89gA,0GM7qgcRCORpGnfcN2tCiB
1UMm1Qs3u59Wvk53zBUE8r,SABOR FRESA,156500,https://open.spotify.com/track/1UMm1Qs3u59Wvk53zBUE8r,94,2023-07-28 09:58:17+00:00,1vw6eLxCJRAfD6RMJTiuKZ,0ys2OFYzWYB5hRDLCsBqxt
1p80LdxRV74UKvL8gnD7ky,Blank Space,231826,https://open.spotify.com/track/1p80LdxRV74UKvL8gnD7ky,84,2023-07-28 09:58:17+00:00,2QJmrSgbdM35R67eoGQo4j,06HL4z0CvFAxyc27GXpf02
4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),175238,https://open.spotify.com/track/4uUG5RXrOk84mYEfFvj3cK,95,2023-07-28 09:58:17+00:00,7M842DMhYVALrXsw3ty7B3,1Cs0zKBU1kc0i8ypK3B9ai
5VxmI3IdgAxWVvUnJoLuY2,Speed Drive (From Barbie The Album),117809,https://open.spotify.com/track/5VxmI3IdgAxWVvUnJoLuY2,85,2023-07-28 09:58:17+00:00,6MLx7SZjcmMHNUJc1Tcir0,25uiPmTg16RbhZWAqwLBy5
4lIxdJw6W3Fg4vUIYCB0S5,Style,231000,https://open.spotify.com/track/4lIxdJw6W3Fg4vUIYCB0S5,83,2023-07-28 09:58:17+00:00,2QJmrSgbdM35R67eoGQo4j,06HL4z0CvFAxyc27GXpf02
23RoR84KodL5HWvUTneQ1w,(It Goes Like) Nanana - Edit,231545,https://open.spotify.com/track/23RoR84KodL5HWvUTneQ1w,92,2023-07-28 09:58:17+00:00,2LVDNOUUy2g8517ZEtQIcK,2mLA48B366zkELXYx7hcDN
0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,157560,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,88,2023-07-28 09:58:17+00:00,4g1ZRSobMefqF6nelkgibi,246dkjvS1zLTtiykXe5h60
7bPp2NmpmyhLJ7zWazAXMu,TULUM,209415,https://open.spotify.com/track/7bPp2NmpmyhLJ7zWazAXMu,92,2023-07-28 09:58:17+00:00,4jox3ip1I39DFC2B7R5qLH,12GqGscKJx3aE4t07u7eVZ
4W4fNrZYkobj539TOWsLO2,Die For You (with Ariana Grande) - Remix,232857,https://open.spotify.com/track/4W4fNrZYkobj539TOWsLO2,88,2023-07-28 09:58:17+00:00,35dut3ICqF3NEDkjxfzJJ1,1Xyo4u8uXC1ZmMpatF05PJ
4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,148485,https://open.spotify.com/track/4h9wh7iOZ0GGn8QVp4RAOB,94,2023-07-28 09:58:17+00:00,04PEOM6kIEeq9lRp1asNP2,5Pwc4xIPtQLFEnJriah9YJ
3xIMkM5LgbVDkpO74O3Np3,Rush,156391,https://open.spotify.com/track/3xIMkM5LgbVDkpO74O3Np3,89,2023-07-28 09:58:17+00:00,35N2XoH2rveqI5FAB30HSf,3WGpXCj9YhhfX11TToZcXP
2LBqCSwhJGcFQeTHMVGwy3,Die For You,260253,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3,91,2023-07-28 09:58:17+00:00,4AdZV63ycxFLF6Hcol0QnB,1Xyo4u8uXC1ZmMpatF05PJ
5AqiaZwhmC6dIbgWrD5SzV,"Peso Pluma: Bzrp Music Sessions, Vol. 55",188361,https://open.spotify.com/track/5AqiaZwhmC6dIbgWrD5SzV,96,2023-07-28 09:58:17+00:00,5dKPhEYBhP8j85HcxQfaw6,716NhGYqD1jl2wI1Qkgq36
1daDRI9ahBonbWD8YcxOIB,Angels Like You,196453,https://open.spotify.com/track/1daDRI9ahBonbWD8YcxOIB,94,2023-07-28 09:58:17+00:00,5BRhg6NSEZOj0BR6Iz56fR,5YGY8feqx7naU7z4HrwZM6
7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),180386,https://open.spotify.com/track/7KA4W4McWYRpgf0fWsJZWB,95,2023-07-28 09:58:17+00:00,2nkto6YNI4rUYTLqEwWJ3o,4V8LLVI7PbaPR0K2TGSxFF
0DWdj2oZMBFSzRsi2Cvfzf,TQG,197933,https://open.spotify.com/track/0DWdj2oZMBFSzRsi2Cvfzf,94,2023-07-28 09:58:17+00:00,4kS7bSuU0Jm9LYMosFU2x5,790FomKkXshlbRYZFtlgla
1Hs1uUl8o2VtDp1DABFq0O,Los del Espacio,338000,https://open.spotify.com/track/1Hs1uUl8o2VtDp1DABFq0O,94,2023-07-28 09:58:17+00:00,6DVg3IJPFr7JZDDXYcyPbU,1vqR17Iv8VFdzure1TAXEq
